text,labels
kalau sty sampai dipecat gue akan inget nama orang di pssi dan jika mereka di pemerintahan gak akan pernah gue pilih,negative
tukang judi pernah kasus perkosaan pernah ribut ama rvn pernah kasus ngeludahin orang cv ngelatih ga jelas wwkwkwkw ya cocok lah untuk visi pssi,positive
kayak akun gay hunter min,negative
aku merasa pssi kita ini yg sebenernya lebih jumawa daripada pendukungnya mereka merasa timnas kita udah setara sama argentina atau spanyol kali yaa target yg ga masuk akal utk sty trus mau dipecat gegara aff ya allah emang ada aja cobaan utk negara ini yee astaghfirullah,negative
menurut kalian apa alasan pssi memilih patrick kluivert,neutral
bisa bisanya pssi dan eric shame on you,neutral
kasus tragedi kanjuruhan nyawa meninggal pelaku corp penanganan kasus memble fifa datang jurus andalan pssi lobby masih suasana duka ketua fifa diajak main fun football tujuan biar status host piala dunia u tidak dibatalkan kasus penolakan terhadap timnas israel,neutral
kairul mantan exco pssi noh yg koar menggiring opini gue percaya kalo pak erick yg ngomong sendiri,negative
tanpa wajah pejabat keren,positive
kalo berita yg berseliweran tentang sty bener berarti pelatih selanjutnya di sisa laga kualifikasi harus ditargetin bawa indonesia langsung lolos wc via peringkat grup kalo target gagal dipenuhi anda bisa mundur dari kursi jabatan ketum pssi,negative
timnas sepakbola u kita luar biasa ke depannya semoga para pemain dijauhkan dari godaan narkoba amp alkohol shin tae yong sehat terus amp sabar menghadapi komentar nyinyir intrik politik pssi fokus pada prestasi bukan pencitraan para pejabatnya amin,positive
apa tujuan kluivert ke indonesia untuk menarik pemain belanda dengan darah indonesia untuk dinaturalisasi kalau memang begitu kapan mau ada perbaikan sepak bola dalam negerinya ini bukan soal suport ke timnas tapi soal pr besar pssi yang kyknya gk mau diselesaikan,negative
lawakan hari ini peringkat lagaknya setara argentina gue ketawain lu pada kalo gagal pildun,negative
gini banget yah tanda terima bayar kartu kuning profesional sekali yah andaanda,negative
resmi sudah masa bakti sty bersama timnas indonesia pssi resmi menyudahi kerjasama dengan sty untuk menangani tim nasional pahit getir gembira sedih pernah dilewati sty bersama timnas pujian penghargaan dan harapan pernah diberikan kepadanya dari pemerintah,positive
sty udah gak follow pssi,negative
real testimoni here bro what are you cooking actually,neutral
poster piala suratin dari pssi jatim ini keren sih keren gambarnya dan keren maknanya rawoooonn,positive
,positive
pelatih asal belanda yg dimaksud pssi,neutral
pas kanjuruhan sty ngancam out buat bela ketum pssi dan polisi tentu saja issue kepecah sekarang lagi ribut banyak kasus polisi sty jadi pemecah isu lagi biar energi supporter belok gitu kah polanya beri keadilan buat korban kanjuruhan woy pssi,negative
gue kayaknya mulai mengerti kenapa pemainpemain ini mau dinaturalisasi membela indonesia oke mungkin mereka percaya visinya et amp pssi tapi yang paling keliatan di sini mereka dirayakan sebagai atlet hal yang mungkin gak didapat kalau di negara sebelumnya,positive
the perfect gift for pssi head office for firing shin taeyong,neutral
,positive
kita udah pernah punya ketum pssi dari berbagai background tapi hasilnya sama saja kita butuh pemimpin yang berintegritas pengalaman manajemen olahraga kelas dunia dan political will untuk reformasi pssi saya dukung pak untuk maju sebagai ketua umum pssi,positive
komentar exco pssi ketika ditanya tentang sty setelah gagal di aff cup pssi gagal kelola sepakbola out juga dong,negative
bek persis solo abduh lestaluhu mengutuk keras serangan yang dialami klubnya menurutnya kejadian tersebut membuktikan kondisi sepakbola tanah air yang buruk persis liga pssi,negative
pbsi pssi p nya paokkkkkkkk,negative
deretan pernyataan yang sangat bola dari para exco pssi yang terhormat,neutral
pssi dan timnas sepak bola emang jadi perhatian utama jelang sea games maklum olahraga rakyat mereka kerap jadi sasaran kritik padahal mereka bukan satusatunya yg problematik tenis meja jauh lebih parah sudah absen dlm tiga edisi terakhir karena problem internal,negative
seusai taklukkan vietnam tim u indonesia melakukan solat magrib berjamaah di stadion sebelum kembali ke hotel kitagaruda timnasday,neutral
polisi sama pssi adalah dua kata yang berawalan huru p dan huruf i diakhirnya terus apa yg sama lagi,negative
masih gak habis pikir kenapa presiden jokowi malah melanggar uu tahun tentang kementerian negara yg jelas isinya melarang menteri rangkap jabatan cara presiden membolehkan menteri bumn amp menpora rangkap jabatan di pssi justru melanggar aturan uu kementerian negara,negative
ahjussi ini harus otw buat audit,negative
selamat atas terpilihnya kepengurusan pssi periode ketua umum pssi erick thohir wakil ketua umum pssi i zainuddin amali wakil ketua umum pssi ii ratu tisha destria selamat bertugas mengemban amanah membawa sepak bola indonesia semakin bersinar kitagaruda,neutral
track record ketua pssi dalam merekrut pelatih edy luis milla pernah juara piala eropa u iwan bule sty pernah juala acl amp fa cup korsel et kluivert belum pernah juara sebagai pelatih dari sini bisa kita lihat edy amp ibul lebih kompeten dalam mencari pelatih,positive
pssi dipanggil komisi x dpri,neutral
malam bu lurah pssi ready vcsbugilll vcs bisadipegang,neutral
pemanasan jelang laga nanti malam ‍ siapa aksi yang paling kamu nantikan sobat garuda kitagaruda garudamendunia timnasday,neutral
dukungan publik kepada pak membekukan pssi adalah peringkat amp teratas di cc,neutral
terima kasih banyak atas sambutan hangatnya sobat garuda semoga momen ini menjadi penyemangat untuk penggawa garuda berjuang di kejuaraan berikutnya mari bersama kawal garuda terbang lebih tinggi kitagaruda welcominggaruda,positive
waktu kanjuruhan gak ada yang pake ban hitam,neutral
hubungan kita pssi dan shin taeyong sudah berakhir thank you for your service coach shin pssi tv,neutral
pssi kalo pecat shin taeyong beneran bodoh bgt sih if your gonna replace him atleast do it after world cup qualifiers shin has completely rebuilt this team and for the first time in like years indonesia is actually fun to watch,negative
kalau seandainya indonesia jadi flop dan jauh di bawah standar sty seharusnya kita boikot saja tidak datang ke tribun saat indonesia bertanding dan tidak membeli satupun merchandise dari timnas indonesia karena kni salah satu blunder yg konyol dari pssi,negative
kitagaruda timnasday,neutral
indonesian football was rocked earlier today by pssis sacking of shin taeyong so how did it get to this,neutral
shintaeyong styout timnasindonesia pssi,neutral
𝐑𝐄𝐒𝐌𝐈 yunus nusi mundur sebagai wakil ketua umum pssi zainudin amali otomatis naik menjadi wakil ketua umum pssi selamat untuk ratu tisha amp zainudin amali yang terpilih menjadi wakil ketua umum pssi drama woi,neutral
ucapan selamat dari chatgpt ai untuk pak yang telah terpilh sebagai ketua umum pssi,neutral
norak,negative
ratu tisha tidak terpilih sebagai wakil ketua umum pssi periode ratu tisha kalah suara dari zainudin amali amp yunus nusi sadikin aksa yunus nusi ratu tisha zainudin amali wow plot twist,neutral
erick tohir bilang perlunya ada pimpinan yang lebih menerapkan strategi yang tentu disepakati oleh para pemain alasan tolol macam apa tuh di manamana pemain ikut instruksi pelatih bukan pelatih ikut kemauan pemain pssi memang lebih tolol dongo daripada yang saya kira,negative
breaking ketua umum pssi bpk erick thohir melalui akun resmi media sosialnya mees hilgers cb fc twente st tier eliano reijnders rb pec zwolle st tier,neutral
i just think its funny how pemain kita aja bilang lets trust the process tapi erick thohir and whole pssi ga percaya yang namanya proses kelewat sombong minta ampun ini federasi,negative
shin taeyong mengatakan telah menerima tawaran untuk melatih timnas negara lain sepekan lalu tawaran itu bukan berasal dari negara asia tenggara menurut sty pembicaraan perpanjangan kontrak dgn pssi sudah ada dia juga bisa saja pergi dgn membayar penalti tetapi saat ini,neutral
mees hilgers kiest voor nationale ploeg van indonesië fctwente,neutral
shin taeyong ke pssi,neutral
mau kalian apa sih,negative
ketua pssi pers terima kasih atas segala cerita untuk bangsa ini coach atas menangnya serinya kalahnya semuanya ketua pssi pers di postingan instagram mengucapkan kata perpisahan untuk coach shin taeyong dan besok akan ada konferensi pers jam ‍,neutral
setelah ernanda lanjut erspo berikutnya pssi dan erick thohir harus klarifikasi mengenai isu ini kenapa karena pssi secara resmi telah mengumumkan bahwa erigo terpilih sebagai mitra official fashion apparel timnas sepakbola indonesia catat yang terpilih adalah erigo,neutral
satu jam setelah pssi resmi pecat shin taeyong,neutral
shin taeyong terlalu bagus untuk timnas indo bahkan anak anak pindahan dari belanda sana juga terlalu bagus kenapa lu pada milih pssi yang isinya mafia semua,negative
𝐑𝐄𝐒𝐌𝐈 ratu tisha amp yunus nusi terpilih sebagai wakil ketua umum pssi periode setelah dilakukannya pemilihan ulang hasil vote zainudin amali yunus nusi ratu tisha she s back,neutral
pertahankan shin taeyong dg skuad yg rata usia muda di piala asia kali ini sepertinya masa depan cerah bagi timnas indonesia tentu apabila berada di tangan yg tepat dan menurut saya yg tepat itu adalah sty tinggal pssi perbaiki kompetisi dan pembinaan usia dini,positive
dukungan untuk apung widadi tolak kriminalisasi membongkar bobrok pssi melejit ke peringkat,neutral
kalau kalah di r nanti orang pasti maklum ini udah capaian terjauh timnas udah kelihatan cara main dan mindset yg bener dari sty yg akan dimaki itu et coba sini share road map pengembangan sepak bola indo dulu deh pssi kontol,negative
terima kasih atas segalanya coach shin ketum pssi menyatakan pengganti sty akan diumumkan tanggal januari apakah ini keputusan tepat dari,neutral
perihal kebenaran berita sty out banyak sumber yang berasal dr luar pssi akhirnya tanya si grok,neutral
mulai bermunculan gimmick karangan bunga dikirim ke kantor pssi dengan tulisan pesan miripmirip dan yang nampang amp didukung kok malah ketum pssi nya pake mengatasnamakan fans bola dan pedagang sekitar stadion pula hadehh,negative
pada ribut msalah shin taeyong ungkit pencapaian dll move on bruh ni pelatih udh stack ga bkal bsa melangkah lbih jauh kita btuh org yg bisa memaksimalkan kapasitas pemain ibarat punya ferarri tpi yg nyopir kang bajaj gaya nyopirnya kolot cuman bisa gigi nice move pssi,negative
dan pers pssi juga dagelan banget yeee,negative
erick thohir jika fifa datang hari ini jis dicoret dari venue piala dunia u fifa pilih jis jadi venue utama piala dunia u imo ketum pssi erick thohir mempolitisasi sepak bola tapi gagal maning from this to this,neutral
polanya gitu dari dulu setelah timnas berjuang habishabisan dan berhasil pejabat ikut cawecawe amp nampang abis itu langsung jeblok paling pahit ya timnas yang mustinya persiapan malah diajak ke acara iniitu sama pejabat pssi,negative
terimakasih coach shin taeyong atas dedikasinya dan ceritanya selama ini pssi resmi memberhentikan coach sty dari kursi pelatih indonesia,neutral
sesuai dengan aspirasi terkuat publik untuk presiden om mendukung pembekuan pssi,neutral
konferensi pssi indonesia v argentina erick thohir argentina full team namun hanya ada satu pemain yang tidak ikut itu pemain favorit saya hahahahaha ya pemain ini mau tampil di final ucl sayang sekali gue dalem hati pemain favorit saya juga pak,positive
rt keras tantangan jika kami bisa hadirkan bukti dokumen kontrak antara bumn pt brantas abipraya dgn pt shafira mandiri utama maka bersedia menjamin pembayaran selambatnya bulan sejak tgl ini dan bersedia mengundurkan diri dr jabatannya di bumn dan pssi,neutral
maturnuwun mas shin bom waktu itu namanya exco gt pssi exco susunya curacao pagii,neutral
sepak bola olahraga keras tanpa pemain barbar pun risiko terburuk yaitu kematian selalu mengintai padahal seperti pesan presiden ri maupun ketum pssi kita harus selalu ingat sepak bola adalah hiburan sportivitas bukan bencana atau kematian,positive
shin tae yong ke psis yoyok sukawi ke pssi,neutral
sblm anak nya sty blg kaya gini kt udh tau kok pssi bobrk,neutral
,positive
ulang tahun undang teman ulang tahun undang legenda sepakbola dunia ketua pssi erick thohir merayakan ulang tahun bersama para legenda marco materazzi eric abidal juan sebastian veron roberto carlos,neutral
setelah pssi ganti ketum berkalikali akhirnya ada yang jenguk meiga telat tahun tp gapapa,neutral
breaking pssi konfirmasi sedang mengejar jairo riedewald dm,neutral
melaporkan hasil meeting bersama fifa dan mengantar surat presiden fifa kepada presiden sesuai arahan presiden saya sebagai ketua umum pssi akan memimpin langsung transformasi sepak bola indonesia dan bekerja keras untuk bernegosiasi kembali dengan fifa,neutral
kompas udah pd nih masang judul ginian based on info internal pssi,neutral
bawa santai nonton konser dulu,neutral
im not a huge football fan but from what ive learned sty has done something that none of the previous coaches have done under him he made indonesia go from rd to th in the world rankings thats a significant leap forward cmiiw a tolol okegas behavior by pssi,negative
